courseid,coursename
31587,course-v1:ColumbiaX+DS103x+1T2017
31588,course-v1:ColumbiaX+GM1x+3T2016
31589,course-v1:ColumbiaX+WHAW1.1x+3T2016
31590,course-v1:ColumbiaX+WHAW1.2x+1T2017
31591,course-v1:CornellX+DEAL101x+1T2017
31592,course-v1:CornellX+GMO101x+T12017
31593,course-v1:CornellX_UQx+BIOEE101x+2T2017
31594,course-v1:CurtinX+EDU1x+1T2017
31595,course-v1:CurtinX+ENV1x+2T2017
31596,course-v1:CurtinX+HRIG1x+2T2017
31597,course-v1:CurtinX+HRIG2x+1T2017
31598,course-v1:CurtinX+HRIG3x+2T2017
31599,course-v1:CurtinX+MKT1x+2T2017
31600,course-v1:CurtinX+MKT2x+2T2017
31601,course-v1:CurtinX+MKT3x+3T2017
31602,course-v1:CurtinX+MKT4x+1T2018
31603,course-v1:CurtinX+MKT5x+2T2018
31604,course-v1:DGUT+24520040+2016_T2
31605,course-v1:DGUT+CS001+2016_T1
31606,course-v1:DGUT_CS+CS002+2016_T2
31607,course-v1:DING_Youzhuan+MC001+2013_T1
31608,course-v1:DYU+dyuglbbx+2017_T2
31609,course-v1:DYU+dyuwgzbbm+2017_T1
31610,course-v1:DYU+dyuwgzbbm+2017_T2
31611,course-v1:DartmouthX+DART.ANTH.01X+3T2017
31612,course-v1:DartmouthX+DART.ICE.01X+1T2017
31613,course-v1:DartmouthX+DART.MUS.02X+2T2017
31614,course-v1:DartmouthX+RFundX+1T2017
31615,course-v1:DartmouthX+ROmniX+2T2017
31616,course-v1:DavidsonNext+Cal_APBCx+3T2016
31617,course-v1:DavidsonNext+Cal_APccx+2T2016
31618,course-v1:DavidsonNext+Mac_APccx+2T2016
31619,course-v1:DavidsonNext+Mac_APfull+2T2016
31620,course-v1:DavidsonNext+Phy2_APccx+2T2016
31621,course-v1:DavidsonNext+Phy_APccx+2T2016
31622,course-v1:DavidsonX+D001x+1T2017
31623,course-v1:DavidsonX+DavNowXFakeNews+1T2017
31624,course-v1:DavidsonX+DavNowX_Voting+3T2016
31625,course-v1:DavidsonX+MedGen101x+3T2016
31626,course-v1:DelftWageningenX+AMS.URB.1x+1T2017
31627,course-v1:DelftWageningenX+TTE01x+2T2017
31628,course-v1:DelftX+AE1110x+2T2017
31629,course-v1:DelftX+AEASM513x+3T2016
31630,course-v1:DelftX+BMI.1x+1T2017
31631,course-v1:DelftX+BMI.2x+2T2017
31632,course-v1:DelftX+BMI.3x+1T2017
31633,course-v1:DelftX+BMI.4x+2T2017
31634,course-v1:DelftX+BMI.5x+3T2017
31635,course-v1:DelftX+CTB3365DWx+2T2017
31636,course-v1:DelftX+CTB3365STx+1T2017
31637,course-v1:DelftX+Calc001x+1T2017
31638,course-v1:DelftX+DDA691x+1T2017
31639,course-v1:DelftX+DPB001x+2T2017
31640,course-v1:DelftX+EIT001x+3T2016
31641,course-v1:DelftX+EX101x+3T2016
31642,course-v1:DelftX+EX102+1T2017
31643,course-v1:DelftX+EX103x+1T2017
31644,course-v1:DelftX+EnergyX+3T2017
31645,course-v1:DelftX+Frame101x+2T2017
31646,course-v1:DelftX+GEO101x+2T2017
31647,course-v1:DelftX+IDEMC.1x+1T2017
31648,course-v1:DelftX+IDEMC.2x+2T2017
31649,course-v1:DelftX+IDEMC.3x+2T2017
31650,course-v1:DelftX+LfE101x+2T2017
31651,course-v1:DelftX+MED01x+2T2017
31652,course-v1:DelftX+MEP101x+3T2017
31653,course-v1:DelftX+MEP201x+2T2017
31654,course-v1:DelftX+MEP301x+2T2017
31655,course-v1:DelftX+MathMod1x+2T2017
31656,course-v1:DelftX+NUCLEAR01x+1T2017
31657,course-v1:DelftX+OG101x+2T2017
31658,course-v1:DelftX+OT.1x+2T2017
31659,course-v1:DelftX+PV1x+1T2017
31660,course-v1:DelftX+PV2x+3T2017
31661,course-v1:DelftX+PV3x+3T2017
31662,course-v1:DelftX+PV4x+1T2018
31663,course-v1:DelftX+PV5x+1T2018
31664,course-v1:DelftX+ProLfE101x+2T2017
31665,course-v1:DelftX+RAIL101x+2T2017
31666,course-v1:DelftX+RCUC101x+1T2017
31667,course-v1:DelftX+ScratchTX+3T2017
31668,course-v1:DelftX+ScratchX+3T2016
31669,course-v1:DelftX+Secon101x+3T2016
31670,course-v1:DelftX+Spatial101x+2T2017
31671,course-v1:DelftX+TBP01x+T32017
31672,course-v1:DelftX+TP102x+2T2017
31673,course-v1:DelftX+TPM1x+1T2017
31674,course-v1:DelftX+TUDF-FE01x+3T2017
31675,course-v1:DelftX+TW3421x+3T2016
31676,course-v1:DelftX+UrbanismX+1T2017
31677,course-v1:DelftX+Visual101x+3T2017
31678,course-v1:Delftx+CircularX+1T2017
31679,course-v1:DianXin+DX001+2016-03-03
31680,course-v1:ECNUx+2016001+2017_T2
31681,course-v1:ECNUx+2016001_p1+sp
31682,course-v1:ECNUx+2016001_p2+sp
31683,course-v1:ECUSTX+2017011101X+sp
31684,course-v1:EDS20502+661+2017T1
31685,course-v1:EDU-UCAS+EDU2016+AutumnTerm2016
31686,course-v1:ENG+ENG001+2016_T1
31687,course-v1:EPFLx+AlgebreX+1T2017
31688,course-v1:EPFLx+EE-102B.1x+2T2017
31689,course-v1:EPFLx+EE585x+1T2017
31690,course-v1:EPFLx+Electroni2X+2017_T1
31691,course-v1:EPFLx+ElectroniX+3T2017
31692,course-v1:EPFLx+FndBioImg2x+1T2017
31693,course-v1:EPFLx+FndBioImgx+1T2017
31694,course-v1:EPFLx+Innov4DevX+1T2017
31695,course-v1:EPFLx+MatlabeOctaveBeginnersX+1T2017
31696,course-v1:EPFLx+NiC1.0x+3T2016
31697,course-v1:EPFLx+PHYS-209-ENx+3T2016
31698,course-v1:EPFLx+PHYS-209x+3T2016
31699,course-v1:EPFLx+PlasmaApplicationX+3T2016
31700,course-v1:EPFLx+PlasmaIntroductionX+3T2016
31701,course-v1:EPFLx+Tech4DRR+2016_T3
31702,course-v1:EPFLx+TrigoExpX+2T2017
31703,course-v1:EPFLx+UrbanInfrastructuresX+2T2017
31704,course-v1:EPFLx+cementX+3T2017
31705,course-v1:EPFLx+matlaboctaveX+2T2016
31706,course-v1:EPFLx+memsX+2016_T4
31707,course-v1:ETHx+AMRx+2T2017
31708,course-v1:ETHx+ASD.1x+2016_T1
31709,course-v1:ETHx+ETHx-FC-03x+1T2017
31710,course-v1:ETSx+TOEFLx+3T2017
31711,course-v1:EdinburghX+COOPSx+2T2016
31712,course-v1:EdinburghX+STATSx+3T2016
31713,course-v1:FUDAN+10450012X+2017_T2
31714,course-v1:FUDANx+ECON130007_01_P1+sp
31715,course-v1:FUDANx+ECON130080+2017_T2
31716,course-v1:FUDANx+ECON1300812+2017_T2
31717,course-v1:FUDANx+ECON1300812_P1+sp
31718,course-v1:FUDANx+ECON130088+2017_T2
31719,course-v1:FUDANx+SOSC120007_P1+sp
31720,course-v1:FXZX+HX2017G2+2015T1
31721,course-v1:FudanX+ECON13000701+2017_T2
31722,course-v1:FudanX+SOSC120007+2017_T1
31723,course-v1:FullbridgeX+Career1x+3T2016
31724,course-v1:FullbridgeX+Career2x+3T2016
31725,course-v1:FullbridgeX+Career3x+3T2016
31726,course-v1:FullbridgeX+Career5x+3T2016
31727,course-v1:GIT+git2015-1+2015
31728,course-v1:GIT+git2015-1-1+2015-1-1
31729,course-v1:GIT+git2015-1-2+2015-1-2
31730,course-v1:GIT+git2015-2+2016-3
31731,course-v1:GKDJXJY+JSJ001+2015_T2
31732,course-v1:GTx+CS1301x+1T2017
31733,course-v1:GTx+CSE6040x+2T2017
31734,course-v1:GTx+ISYE6501x+3T2017
31735,course-v1:GTx+MGT6203x+2T2017
31736,course-v1:GUANGXIUNIVERSITYOFFINANCEANDECONOMICS+0122203220+2017_T1
31737,course-v1:GXNU+JX0700115101+2017_T1
31738,course-v1:GXNUCOF+ZB0500123201+2018_T1
31739,course-v1:GXUST+2017041901X+2017_T1
31740,course-v1:GalileoX+CAAD001X+3T2017
31741,course-v1:GalileoX+CAAD002X+3T2017
31742,course-v1:GalileoX+CAAD003X+3T2017
31743,course-v1:GalileoX+CAAD004X+2T2017
31744,course-v1:GalileoX+CET001X+3T2016
31745,course-v1:GalileoX+CET002X+1T2017
31746,course-v1:GalileoX+CET003X+1T2017
31747,course-v1:GalileoX+CET004X+2T2017
31748,course-v1:GalileoX+CMath001Rx+3T2016
31749,course-v1:GalileoX+CNeg001Rx+3T2016
31750,course-v1:GeorgetownX+BIOX-201-01x+2T2017_2
31751,course-v1:GeorgetownX+GBEX-650-01x+3T2016
31752,course-v1:GeorgetownX+GUIX-501-03x+3T2016
31753,course-v1:GeorgetownX+GUIX-501-04x+3T2016
31754,course-v1:GeorgetownX+HUMX-423-02x+1T2017
31755,course-v1:GeorgetownX+PHLX-101x+1T2017_4
31756,course-v1:GeorgetownX+PHYX-008-01x+1T2017
31757,course-v1:GeorgetownX+PHYX152x+1T2017_3
31758,course-v1:GuangxiNormalUniversity+JB09001801+2017_T1
31759,course-v1:HAINU+dwc002+2015_T2
31760,course-v1:HBCM+TSINGHUA102+2015_T2
31761,course-v1:HBUE+ZB1609+2015_T2
31762,course-v1:HBUE+ZB3121+2016-T2
31763,course-v1:HEBUT+20170617001+sp
31764,course-v1:HIT+13GH16000700+2017_T2
31765,course-v1:HIT+13SC20301820+2017_T2
31766,course-v1:HIT+13SD25000700+sp
31767,course-v1:HIT+CS101+2015_T2
31768,course-v1:HIT+CSS01+2016-T1
31769,course-v1:HIT+GH47100100+2017_T2
31770,course-v1:HIT+GO90801500+2017_T2
31771,course-v1:HIT+GO94500200+sp
31772,course-v1:HIT+HIT2016001+2017_T2
31773,course-v1:HIT+HIT2016001_p1+sp
31774,course-v1:HIT+HIT2016002+2017_T2
31775,course-v1:HIT+HIT2016002_p1+sp
31776,course-v1:HIT+SPOC-1+2016-2
31777,course-v1:HITx+13SC03100710_1x+sp
31778,course-v1:HITx+13SC03100710_2x+sp
31779,course-v1:HITx+13SC03100710_3x+sp
31780,course-v1:HITx+GO90300700+2016_2017
31781,course-v1:HKPolyUx+ANA101x+2T2017
31782,course-v1:HKPolyUx+HTM533x+3T2017
31783,course-v1:HKPolyUx+HTM534x+2T2017
31784,course-v1:HKPolyUx+HTM540x+1T2017
31785,course-v1:HKPolyUx+HTM541x+2T2017
31786,course-v1:HKPolyUx+ISE101x+1T2017
31787,course-v1:HKPolyUx+Lifedeath101x+3T2017
31788,course-v1:HKUSTx+COMP102.1x+3T2018
31789,course-v1:HKUSTx+COMP102.2x+3T2018
31790,course-v1:HKUSTx+COMP107x+3T2018
31791,course-v1:HKUSTx+EBA101x+2T2017
31792,course-v1:HKUSTx+EBA102x+2T2017
31793,course-v1:HKUSTx+ELEC1200.3x+2T2017
31794,course-v1:HKUx+HKU03x+2T2017
31795,course-v1:HKUx+HKU05.1x+3T2016
31796,course-v1:HKUx+HKU06.1x+3T2017
31797,course-v1:HLJUX+2017032101X+2017_T2
31798,course-v1:HNU+GE01040+2017_T2
31799,course-v1:HUBEIUNIVERSITYOFECONOMICS+ZB1911+2012_T1
31800,course-v1:HUBEIUNIVERSITYOFECONOMICS+ZJ3401+2016_2
31801,course-v1:HUBU+2017022702X+2017_T2
31802,course-v1:HUBU+2017022703X+2017_T2
31803,course-v1:HUBU+20170227X+2017_T2
31804,course-v1:HUBU+2017031401X+SP
31805,course-v1:HUBU+20170619001+sp
31806,course-v1:HUBU+HU08002X+2017_T2
31807,course-v1:HUBU+HU08003X+sp
31808,course-v1:HUST+603+2016_2017
31809,course-v1:HarvardX+1368x+2T2017
31810,course-v1:HarvardX+CHEM160+1T2017
31811,course-v1:HarvardX+CS50+AP
31812,course-v1:HarvardX+ER22.1x+2T2017
31813,course-v1:HarvardX+GSD1x+1T2017
31814,course-v1:HarvardX+GSE2x+2T2017
31815,course-v1:HarvardX+HHP100+1T2017
31816,course-v1:HarvardX+HKS101A+1T2017
31817,course-v1:HarvardX+HLS3x+3T2016
31818,course-v1:HarvardX+HLS4X+1T2017
31819,course-v1:HarvardX+HUM12x+1T2017
31820,course-v1:HarvardX+Hum3.1x+1T2016
31821,course-v1:HarvardX+Hum3.2x+2T2017
31822,course-v1:HarvardX+MCB63X+2T2017
31823,course-v1:HarvardX+MUS24.5x+1T2016
31824,course-v1:HarvardX+PH231x+1T2017
31825,course-v1:HarvardX+PH425x+2T2017
31826,course-v1:HarvardX+PH525.1x+2T2017
31827,course-v1:HarvardX+PH525.2x+2T2017
31828,course-v1:HarvardX+PH525.3x+2T2017
31829,course-v1:HarvardX+PH525.4x+2T2017
31830,course-v1:HarvardX+PH525.5x+2T2017
31831,course-v1:HarvardX+PH525.6x+2T2017
31832,course-v1:HarvardX+PH525.7x+2T2017
31833,course-v1:HarvardX+PH526x+3T2016
31834,course-v1:HarvardX+PH555x+2017_T2
31835,course-v1:HarvardX+PH556+1T2017
31836,course-v1:HarvardX+SOC1.jsx+2016
31837,course-v1:HarvardX+SOC1.practx+1T2017
31838,course-v1:HarvardX+SPU27.2x+2T2017
31839,course-v1:HarvardX+SPU27x+1T2017
31840,course-v1:HarvardX+SPU30x+2T2017
31841,course-v1:HarvardX+SW47x+2T2017
31842,course-v1:Harvardx+HLS2X+2T2017
31843,course-v1:HnfireX+FS001+2016_T2
31844,course-v1:HnfireX+FS001+2017_T2
31845,course-v1:HongHeUniversity+15025100+2020_T1
31846,course-v1:HongheUniversity+46025100+2016-2017-2
31847,course-v1:HongheUniversity+63055100+2017_T1
31848,course-v1:Hongheuniversity+63015101+2017-T2
31849,course-v1:HubeiUniversityofEconomics+ZB1303+2015-2016-2
31850,course-v1:HubeiUniversityofEconomics+ZB4607+2015_T2
31851,course-v1:HubeiUniversityofEconomics+ZX4625+2015_T2
31852,course-v1:HubeiXUniversityXofXEconomics+ZB1608+2015_T2
31853,course-v1:Hubeiuniversityofeconomics+TB1002+2016_T1
31854,course-v1:Hubeiuniversityofeconomics+ZB1902+2014_T2
31855,course-v1:IC+IC16001_01+2017_S1
31856,course-v1:ICx+Spanish001+sp
31857,course-v1:IDBx+IDB10x+3T2016
31858,course-v1:IDBx+IDB10x+3_T2017
31859,course-v1:IDBx+IDB12x+1T2017
31860,course-v1:IDBx+IDB13.1x+2T2017
31861,course-v1:IDBx+IDB13x+2T2017
31862,course-v1:IDBx+IDB1x+2T2017
31863,course-v1:IDBx+IDB20.1x+1T2017
31864,course-v1:IDBx+IDB20x+1T2017
31865,course-v1:IDBx+IDB2x_2+1T2017
31866,course-v1:IDBx+IDB3x+1T2017
31867,course-v1:IDBx+IDB4.1x+2T2017
31868,course-v1:IDBx+IDB4x+2T2017
31869,course-v1:IDBx+IDB5.1x+3T2016
31870,course-v1:IDBx+IDB5x+1T2017
31871,course-v1:IDBx+IDB6.1x+2T2017
31872,course-v1:IDBx+IDB6.3x+2T2017
31873,course-v1:IDBx+IDB6x+1T2017
31874,course-v1:IDBx+IDB6x+3T2016
31875,course-v1:IDBx+IDB6x+3T2017
31876,course-v1:IDBx+IDB7x+2T2017
31877,course-v1:IDBx+IDB8.1x+2T2017
31878,course-v1:IDBx+IDB8x+2T2017
31879,course-v1:IDBx+IDB9x+2T2017
31880,course-v1:IEEEx+ATG1.x+1T2017
31881,course-v1:IEEEx+ATG2.x+3T2016
31882,course-v1:IEEEx+BioMed01x+3T2016
31883,course-v1:IEEEx+CS01+2T2016
31884,course-v1:IEEEx+IEEEStuff.x+T1_2017
31885,course-v1:IEEEx+NESC01x+1T2017
31886,course-v1:IEEEx+SmartGrid01.x+3T2016
31887,course-v1:IEEEx+SmartGrid02.x+3T2016
31888,course-v1:IEEEx+Standards01.x+1T2017
31889,course-v1:IEEEx+Storage101x+1T2017
31890,course-v1:IEEEx+SysBio1x+3T2016
31891,course-v1:IEEEx+TOGAF.x+1T2017
31892,course-v1:IEU+MOOC010+2015_T2
31893,course-v1:IIMBx+AC102x+2T2016
31894,course-v1:IIMBx+AC103x+2T2017
31895,course-v1:IIMBx+AC104x+1T2017
31896,course-v1:IIMBx+EP101x+2T2017
31897,course-v1:IIMBx+ES101x+2T2017
31898,course-v1:IIMBx+FC101x+2T2017
31899,course-v1:IIMBx+FC202x+1T2017
31900,course-v1:IIMBx+FC250x+2T2017
31901,course-v1:IIMBx+HR101x+3T2017
31902,course-v1:IIMBx+HR102x+2T2017
31903,course-v1:IIMBx+IM110x+3T2016
31904,course-v1:IIMBx+IS110x+2T2017
31905,course-v1:IIMBx+MK102x+1T2017
31906,course-v1:IIMBx+MK210x+1T2017
31907,course-v1:IIMBx+OB102x+1T2017
31908,course-v1:IIMBx+OM101.1x+1T2017
31909,course-v1:IIMBx+ST101x+3T2017
31910,course-v1:IIMBx+ST250x+3T2016
31911,course-v1:IITBombayX+CS101.1x+1T2017
31912,course-v1:IITBombayX+CS101.2x+1T2017
31913,course-v1:IITBombayX+CS213.1x+1T2017
31914,course-v1:IITBombayX+CS213.2x+1T2017
31915,course-v1:IITBombayX+CS213.3x+1T2017
31916,course-v1:IITBombayX+EE210.1x+1T2017
31917,course-v1:IITBombayX+EE210.2x+1T2017
31918,course-v1:IITBombayX+ME209.1x+1T2017
31919,course-v1:IMF+FMAx+1T2017
31920,course-v1:IMF+Sp_FPP.1x+1T2017
31921,course-v1:IMFx+DSAx+2T2017
31922,course-v1:IMFx+DSLx+3T2016
31923,course-v1:IMFx+ESRx+1T2017
31924,course-v1:IMFx+FPP.1x_AR+2T2017
31925,course-v1:IMFx+MFx+1T2017
31926,course-v1:IMTx+NET02x+2T2017
31927,course-v1:IRTIx+IFB103x+1T2017
31928,course-v1:IRTIx+IFB1x+1T2017
31929,course-v1:IRTIx+IFCM101x+1T2017
31930,course-v1:IS+EC+2015-T1
31931,course-v1:ImperialBusinessX+ICBS001+1T2017
31932,course-v1:ImperialBusinessX+ICBS002+1T2017
31933,course-v1:ImperialBusinessX+ICBS003+1T2017
31934,course-v1:ImperialBusinessX+ICBS004+1T2017
31935,course-v1:JLU+260310+161721
31936,course-v1:JLU+290305+151621
31937,course-v1:JLU+290305+161721
31938,course-v1:JLU+290306+151621
31939,course-v1:JLU+290306+161721
31940,course-v1:JLU+290307+161721
31941,course-v1:JLU+290319+161721
31942,course-v1:JLU+291403+161721
31943,course-v1:JLU+291404+161721
31944,course-v1:JLU+291405+161721
31945,course-v1:JLU+291406+161721
31946,course-v1:JLU+310301+151621
31947,course-v1:JLU+310301+161721
31948,course-v1:JLU+310303+161721
31949,course-v1:JLU+310304+151621
31950,course-v1:JLU+310304+161721
31951,course-v1:JLU+310305+161721
31952,course-v1:JLU+310306+161721
31953,course-v1:JLU+310308+161721
31954,course-v1:JLU+410012+161721
31955,course-v1:JLU+gx01640603_103138_1+2017_T2
31956,course-v1:JNUX+07009156X+2017_T2
31957,course-v1:JNUX+07009156X_p1+sp
31958,course-v1:JNUX+jnu01009538X+2017_T1
31959,course-v1:JNUX+jnu01009538X+2017_T2
31960,course-v1:JNUX+jnu01023001X+2017_T2
31961,course-v1:JNUX+jnu01023008X+2017_T2
31962,course-v1:JNUX+jnu01023008X_p1+sp
31963,course-v1:JNUX+jnu05020098X+2017_T2
31964,course-v1:JNUX+jnu105590ma18X+2017_T1
31965,course-v1:JNUX+jnu2017001X+2017_T2
31966,course-v1:JNUX+jnu2017002+2017_T2
31967,course-v1:JSUX+2017011101X+2017_T1
31968,course-v1:JXUST+JXUST2016001+2016_T2
31969,course-v1:JaverianaX+ApnTra.1602x.05+2T2017
31970,course-v1:JaverianaX+Con.1602x.01+2T2017
31971,course-v1:JaverianaX+CuiAdu.1701x12+2T2017
31972,course-v1:JaverianaX+ESC1.0x+1T2017
31973,course-v1:JaverianaX+Eco.1602x.01+3T2017
31974,course-v1:JaverianaX+EcoDig.1602x.06+2T2017
31975,course-v1:JaverianaX+GEN1.0x+1T2017
31976,course-v1:JaverianaX+GESR1.0x+2T2017
31977,course-v1:JaverianaX+GesTer.1602x.08+1T2017
31978,course-v1:JaverianaX+HacPac.1602x.09+1T2017
31979,course-v1:JaverianaX+INT1.0x+3T2016
31980,course-v1:JaverianaX+INVM1.0x+1T2017
31981,course-v1:JaverianaX+Ind.1603x.01+3T2017
31982,course-v1:JaverianaX+NEU2.0x+1T2017
31983,course-v1:JaverianaX+PUJ.E.1601x.3+2T2017
31984,course-v1:JaverianaX+PUJ.I.1601x.1+2T2017
31985,course-v1:JaverianaX+Papasoc.1602x.07+2T2017
31986,course-v1:JaverianaX+SEGST1.0x+2T2017
31987,course-v1:JinanX+2017031001X+sp
31988,course-v1:JinanX+2017031002X+2017_T1
31989,course-v1:JinanX+2017031003X+2017_T2
31990,course-v1:KIx+KIBEHMEDx+3T2016
31991,course-v1:KIx+KIPractihx+3T2016
31992,course-v1:KJGCDXSPOC+UAV001+2017_T1
31993,course-v1:KMUSTX+3102003+sp
31994,course-v1:KTHx+SD2905.1x+1T2017
31995,course-v1:KULeuvenX+DAHx+3T2016
31996,course-v1:KULeuvenX+EurospaceX+3T2017
31997,course-v1:KULeuvenX+GRAPHx+1T2017
31998,course-v1:KULeuvenX+WEBSECx+3T2017
31999,course-v1:KULeuvenX+ePSYx+3T2017
32000,course-v1:KironX+FHLCNx+2T2017
32001,course-v1:KyotoUx+001x+1T2017
32002,course-v1:KyotoUx+002x+1T2017
32003,course-v1:KyotoUx+003x+1T2017
32004,course-v1:KyotoUx+005x+1T2017
32005,course-v1:KyotoUx+006.2x+2T2017
32006,course-v1:KyotoUx+007x+3T2016
32007,course-v1:KyotoUx+009x+1T2017
32008,course-v1:KyotoX+006x+1T2017
32009,course-v1:LiaoningX+LNA2017000001206+2017_T1
32010,course-v1:LinuxFoundationX+LFS101x+1T2017
32011,course-v1:LinuxFoundationX+LFS103x+2T2017
32012,course-v1:LinuxFoundationX+LFS132x+1T2017
32013,course-v1:LinuxFoundationX+LFS152x+3T2016
32014,course-v1:LinuxFoundationX+LFS161x+2T2016
32015,course-v1:LouvainX+Louv1.1x+3T2017
32016,course-v1:LouvainX+Louv1.2x+3T2017
32017,course-v1:LouvainX+Louv10x+1T2017
32018,course-v1:LouvainX+Louv12x+2T2017
32019,course-v1:LouvainX+Louv13x+3T2017
32020,course-v1:LouvainX+Louv14x+1T2017
32021,course-v1:LouvainX+Louv16x+1T2017
32022,course-v1:LouvainX+Louv17.1x+3T2017
32023,course-v1:LouvainX+Louv17.2x+1T2018
32024,course-v1:LouvainX+Louv18x+3T2016
32025,course-v1:LouvainX+Louv20x+3T2017
32026,course-v1:LouvainX+Louv3x+2T2017
32027,course-v1:LouvainX+Louv4x+1T2017
32028,course-v1:LouvainX+Louv5x+1T2017
32029,course-v1:LouvainX+Louv7x+2T2017
32030,course-v1:LouvainX+Louv8x+1T2017
32031,course-v1:LouvainX+Louv9x+2T2017
32032,course-v1:MEPhIx+MEPHI004x+1T2017
32033,course-v1:MEPhIx+MEPHI005x+1T2017
32034,course-v1:MEPhIx+MEPHI006x+2T2017
32035,course-v1:MIL+MIL2016001+2017_T2
32036,course-v1:MISISx+MSE1x+3T2016
32037,course-v1:MISiSx+18.11x+1T2017
32038,course-v1:MITX+MITx6_002x+2016_T1
32039,course-v1:MITX+MITx6_002x2+2016_T1
32040,course-v1:MITX+MITx6_002x3+2016_T1
32041,course-v1:MITx+11.132x_3+1T2017
32042,course-v1:MITx+11.154x+1T2017
32043,course-v1:MITx+11.155x+1T2017
32044,course-v1:MITx+11.405x_2+1T2017
32045,course-v1:MITx+14.01x+2T2017
32046,course-v1:MITx+14.100x+2T2017
32047,course-v1:MITx+14.310x+2T2017
32048,course-v1:MITx+14.73x+2T2017
32049,course-v1:MITx+14.740x+2T2017
32050,course-v1:MITx+15.053x+3T2016
32051,course-v1:MITx+15.071x+2T2017
32052,course-v1:MITx+15.390.1x_SPA+2T2017
32053,course-v1:MITx+15.662x_3+1T2017
32054,course-v1:MITx+15.671.0x+2T2016
32055,course-v1:MITx+15_390_2x+2017_T2
32056,course-v1:MITx+15_390x_2017T1+2017_T2
32057,course-v1:MITx+15_671_1X+2017_T1
32058,course-v1:MITx+15_671_1X+2017_T2
32059,course-v1:MITx+15_671x+2016_TS
32060,course-v1:MITx+15_671x+2017_T2
32061,course-v1:MITx+18.01.1x+2T2017
32062,course-v1:MITx+18.01.2x+3T2017
32063,course-v1:MITx+18.01.3x+2T2018
32064,course-v1:MITx+18.03Lx+2T2017
32065,course-v1:MITx+2.008x+3T2016
32066,course-v1:MITx+20.305x_2+1T2017
32067,course-v1:MITx+21W.789x_4+1T2017
32068,course-v1:MITx+24.00x+2T2017
32069,course-v1:MITx+2_03x+2016_T2
32070,course-v1:MITx+3.054.2x_2+1T2017
32071,course-v1:MITx+3.054.3x_2+1T2017
32072,course-v1:MITx+3.15.1x+2T2017
32073,course-v1:MITx+3.15.2x+2T2017
32074,course-v1:MITx+3.15.3x+2T2017
32075,course-v1:MITx+6.00.1x+2T2017
32076,course-v1:MITx+6.00.2x_7+1T2017
32077,course-v1:MITx+6.004.1x_3+3T2016
32078,course-v1:MITx+6.004.2x_2+3T2016
32079,course-v1:MITx+6.004.3x_2+1T2017
32080,course-v1:MITx+6.008.1x+3T2016
32081,course-v1:MITx+6.302.0x+2T2016
32082,course-v1:MITx+6.302.1x+2T2016
32083,course-v1:MITx+6.341x_2+2T2016
32084,course-v1:MITx+6_00_1x+2015_T2
32085,course-v1:MITx+6_041x+2017_T2
32086,course-v1:MITx+7.00x+1T2017
32087,course-v1:MITx+7.28.1x+1T2017
32088,course-v1:MITx+7.28.2x+2T2017
32089,course-v1:MITx+7.28.3x+2T2017
32090,course-v1:MITx+7.QBWx_4+3T2016
32091,course-v1:MITx+8.01.1x+3T2017
32092,course-v1:MITx+8.01.2x+3T2017
32093,course-v1:MITx+8.01.3x+1T2018
32094,course-v1:MITx+8.371x+3T2016
32095,course-v1:MITx+8.422.1x+1T2017
32096,course-v1:MITx+8.422.2x+1T2017
32097,course-v1:MITx+8.422.3x+1T2017
32098,course-v1:MITx+8.422.4x+2T2017
32099,course-v1:MITx+8.422.5x+2T2017
32100,course-v1:MITx+Bootcamp0+3T2017
32101,course-v1:MITx+Bootcamp1+3T2017
32102,course-v1:MITx+Bootcamp2+3T2017
32103,course-v1:MITx+Bootcamp3+2T2017
32104,course-v1:MITx+CITE101x+2T2017
32105,course-v1:MITx+CTL.SC0x+3T2017
32106,course-v1:MITx+CTL.SC1x_3+2T2017
32107,course-v1:MITx+CTL.SC2x+3T2017
32108,course-v1:MITx+CTL.SC3x+2T2017
32109,course-v1:MITx+CTL.SC4x+3T2017
32110,course-v1:MITx+ENx+2016_3T
32111,course-v1:MITx+HST.936x+1T2017
32112,course-v1:MITx+JPAL101SPAx+2T2017
32113,course-v1:MITx+JPAL101x+2T2017
32114,course-v1:MITx+JPAL102x+2T2017
32115,course-v1:MITx+JPAL350x+3T2016
32116,course-v1:MITx+Launch.x+2T2017
32117,course-v1:MITx+STL.161x+2T2017
32118,course-v1:MITx+STL.162x+2T2017
32119,course-v1:MITxTsinghuax+6_041x+2016_T2
32120,course-v1:MandarinX+MX102x+2T2017
32121,course-v1:MandarinX+MX103x+1T2017
32122,course-v1:MandarinX+MX801x+1T2017
32123,course-v1:McGillX+ATOC185x+2017_T2
32124,course-v1:McGillX+Body101x+1T2017
32125,course-v1:McGillX+Chem181x+2017_T1
32126,course-v1:McGillX+Chem181x+2017_T2
32127,course-v1:MichiganX+DS101x+1T2017
32128,course-v1:MichiganX+DS120x+1T2017
32129,course-v1:MichiganX+GL101x+1T2017
32130,course-v1:MichiganX+LeadEd502x+1T2017
32131,course-v1:MichiganX+LeadEd503x+1T2017
32132,course-v1:MichiganX+LeadEd504x+1T2017
32133,course-v1:MichiganX+LeadEd505x+1T2017
32134,course-v1:MichiganX+PHY701x+1T2017
