courseid,coursename
20321,course-v1:zhongrongxin+fk010+2016_7
20322,course-v1:Microsoft+DEV262x+2T2017
20323,course-v1:TsinghuaX+10610193X_52313002_01+2017_T1
20324,course-v1:DavidsonX+D001x+1T2017
20325,course-v1:Stanford+Econ1+2017_T2
20326,course-v1:dongguan+zhiye072+20161223
20327,course-v1:NBCC+NBCC000001+_sp
20328,course-v1:TsinghuaX+30640014X-p4+sp
20329,course-v1:ZK+03708+J
20330,course-v1:tjzd_TsinghuaX+30700313X+2016_T2
20331,course-v1:SWJTU+50513002+2016_1
20332,course-v1:UPValenciaX+XLS201x+3T2016
20333,course-v1:dongguan+zhiye056+20161223
20334,course-v1:HIT+HIT2016002+2016_T2
20335,course-v1:KIx+KIPractihx+3T2016
20336,course-v1:NTNU+GE10402+2015_T2
20337,course-v1:TsinghuaX+00670122+2017_T1
20338,course-v1:W3Cx+JS.0x+1T2017
20339,course-v1:BrownX+MED101x+2T2017
20340,course-v1:HarvardX+HLS4X+1T2017
20341,course-v1:TsinghuaX+20220214+2017_T1
20342,course-v1:BIT+PHY1701701+2015_T1
20343,course-v1:TsinghuaX+JRFX01+sp
20344,course-v1:dongguan+zhiye039+20161223
20345,course-v1:GKDJXJY+JDS001+2015_T2
20346,course-v1:RITx+PM9004x+2T2018
20347,course-v1:TsinghuaX-zjgsu+10421145X+2015_T2
20348,TsinghuaX/30040323X/2015_T1
20349,course-v1:CQDD+00740043X+2015_T2
20350,course-v1:TsinghuaX-yzu+10610183X+2016_T1
20351,course-v1:gxun+30700313_2015X+2015_T2
20352,course-v1:TsinghuaX+MOOC101_2015_2+sp
20353,course-v1:ACCA+MA1_X+sp
20354,course-v1:ChalmersX+ChM004x+2T2017
20355,course-v1:IITBombayX+CS213.2x+1T2017
20356,course-v1:NTHU+CS01026+2017_T2
20357,course-v1:XJTU+BIOL3028+2016_T1
20358,course-v1:zhongrongxin+fk004+2016_7
20359,TsinghuaX/30240184_2X/_
20360,course-v1:CIE+CIE2016005_+2017_T2
20361,course-v1:JNUX+07009156X+2017_T2
20362,course-v1:Microsoft+DAT219x+1T2017
20363,course-v1:TsinghuaX+10430484X+2015_T2
20364,course-v1:TsinghuaX+AP000008X+2017_ST
20365,course-v1:BerkleeX+OENTR-391x+1T2017
20366,course-v1:HBCM+BlendedX+2015_T2
20367,course-v1:TsinghuaX+00701032X+sp
20368,course-v1:SDJTU+070310M+2017_T1
20369,course-v1:TsinghuaX+60510102X+2016_2017
20370,course-v1:swust_TsinghuaX+20250103X+2016_T1
20371,course-v1:CQU+00740043X-2016T2+2016_T2
20372,course-v1:McGillX+Chem181x+2015_T1
20373,course-v1:TsinghuaX+20440333_2014X+2014_T2_
20374,course-v1:dongguan+gaozhong13+20161223
20375,course-v1:shxf+jz01+2015_T2
20376,TsinghuaX/20140064X/2015_T2
20377,course-v1:CQDD+10800032_2015X+2015_T2
20378,course-v1:MITx+15_390x+sp
20379,course-v1:Tsinghua+DSA002+2015_T2
20380,course-v1:ASUx+AST111x+2174C
20381,course-v1:GTx+ISYE6501x+2T2017
20382,course-v1:TsinghuaX-Chuange+THU00022X+2015_T2
20383,course-v1:bdschool+00510888X+2015_T2
20384,course-v1:HUBU+20170227X+2017_T2
20385,course-v1:TsinghuaX+80512073X+2017_T2
20386,course-v1:Catalystx+IL5x+3T2016
20387,course-v1:TsinghuaX+40990255X_1+2016_2017
20388,course-v1:yzu_TsinghuaX+20220214X+2016_T2
20389,course-v1:SCUT+IF+2017_T1
20390,course-v1:TsinghuaX+30640014X+sp
20391,course-v1:guangxi_TsinghuaX+10421094X_2015_2_1+2016_T2
20392,course-v1:SEU+00690803+2017_T1
20393,course-v1:TsinghuaX+cau10610224X_02+2017_T1
20394,course-v1:JLU+420005+151621
20395,course-v1:TsinghuaX+80000901X+2016_T1
20396,course-v1:WageningenX+BB03x+2T2017
20397,course-v1:gzit_TsinghuaX+20220215X+2017_T1
20398,course-v1:CQU+SPOCsystemguide2017+2017_T1
20399,course-v1:KULeuvenX+EurospaceX+3T2017
20400,course-v1:TsinghuaX+00740043_2x_2015_T2+2015_T2
20401,course-v1:TsinghuaX+Thu02016001+2016_T1
20402,course-v1:yunnan_TsinghuaX+30150153X+2016_T2
20403,course-v1:CIE+CIE2016004+sp
20404,course-v1:TsinghuaX+40600083X+2016_T2
20405,course-v1:gznu10663+00612642X+2015_T2
20406,course-v1:NJU+C1026+2016_T2
20407,course-v1:TsinghuaX+THU00001X+2016_T2
20408,course-v1:chongqinguniversity+CHEM10000+2016_10
20409,course-v1:xuetangX+SPZZ+2017_T1
20410,course-v1:CQU+TSJYHG00044+2017_T1
20411,course-v1:Microsoft+INF212x+2T2017
20412,course-v1:TsinghuaX+40670453X_p2+sp
20413,course-v1:WBGx+CE01x+1T2017
20414,course-v1:CQU+CQUMGMT303220012017T1+2017_T1
20415,course-v1:IEEEx+NESC01x+1T2017
20416,course-v1:PekingX+02534010x+3T2016
20417,RiceX/AdvBIO_1x/_
20418,course-v1:ColumbiaX+CSMM.101x+2T2017
20419,course-v1:QHCE+2016122302+2017_T1
20420,course-v1:TsinghuaX+10450034_1X+2016_T0
20421,course-v1:Hebei+15_390x+2015_T2
20422,course-v1:SDJTU+250114+2017-T1
20423,course-v1:TsinghuaX+10450034_1X+2016_T1
20424,QHU/QHU0001/2014_T2
20425,course-v1:CQU+CQUCHEM10000-009+2016_T2
20426,course-v1:IEEEx+CS01+2T2016
20427,course-v1:SEU+00690803+2016_T1
20428,course-v1:TsinghuaX+40250144X+sp
20429,course-v1:WHU+0800773+_
20430,course-v1:yunnan_TsinghuaX+THU00013X+2016_T2
20431,TSINGHUA/MOOC001/2014_T2
20432,course-v1:Microsoft+CLD211.5x+1T2017
20433,course-v1:TsinghuaX-cqdd+MOOC101+2015_T2
20434,course-v1:glut_TsinghuaX+00690242X+2016_T2
20435,course-v1:test101+test101+_
20436,MITx/6_00_1x/2014_T2
20437,course-v1:TsinghuaX+40670633+2016_T2
20438,course-v1:TsinghuaX+00701032X+2017_T2
20439,course-v1:TsinghuaX+90640012X+2017_T1
20440,course-v1:CQU+TSJYSTG00029+2017_T1
20441,course-v1:NYIF+MA1.2x+1T2017
20442,course-v1:TsinghuaX+00510888X+2015__T2_
20443,course-v1:TsinghuaX+30640014X+2017_T2
20444,course-v1:UPValenciaX+DYOR101x+2T2017
20445,course-v1:cqu_TsinghuaX+34100325X+2016_T1
20446,course-v1:HIT_sziit+13SD08000500+2016_T2
20447,course-v1:Microsoft+DAT208x+2T2017
20448,course-v1:Tsinghua+20220214X+2015-T2
20449,RiceX/Phys102x/_
20450,course-v1:CQUMOOC+0005-ElectricalandElectronical-II+2017_T1
20451,course-v1:MichiganX+DS101x+1T2017
20452,course-v1:TsinghuaX+lzu_80511503X+2017_T1
20453,JXUFE/17424/2015_T1
20454,course-v1:GKDJXJY+MED001+2015_T2
20455,course-v1:NTHU+MOOC_02_002+2017_T1
20456,course-v1:TsinghuaX+00740113_2X+2016_T1
20457,course-v1:TsinghuaX+70800232X+2016-T2
20458,course-v1:ycxy+kc001+201602
20459,course-v1:365dx+019+2017_T1
20460,course-v1:GeorgetownX+PHLX-101x+1T2017_4
20461,course-v1:RITx+PM9002x+2T2018
20462,course-v1:TsinghuaX+10610183_2X+2017_T1
20463,course-v1:sanxiauX+10421075X+2016_T1
20464,USTC/00691153X/2015_winter_vacation
20465,course-v1:Microsoft+DAT223.1x+2T2017
20466,course-v1:Tsinghua+MGZZ001+2015_T2
20467,course-v1:XJTU+ME-XMGL2013-014X+2017_T2
20468,course-v1:sicnu_TsinghuaX+LS001+2016_T1
20469,course-v1:BIT+BIT2016001+2016_T2
20470,course-v1:GKDJXJY+PHY001+2015_T2
20471,course-v1:MITx+15.390.1x_SPA+2T2017
20472,course-v1:hnit_TsinghuaX+20120143X+2016_T2
20473,course-v1:HBCM+00612642_2015X+2015_T2
20474,course-v1:TsinghuaX+00690242+2015_T2
20475,course-v1:TsinghuaX+JRFX01_E+sp
20476,course-v1:dongguan+zhongshen016+20161223
20477,TsinghuaX/THUSEM009/_
20478,course-v1:CIE+CIE2016002+sp
20479,course-v1:SCUT+gxsjzt+2016_T1
20480,course-v1:TsinghuaX+34000312X+2016_2017
20481,course-v1:sdjtu+210111+2016_T2
20482,TsinghuaX/30350161X/2015_T1
20483,course-v1:DianXin+DX001+2016-03-03
20484,course-v1:MITx+Launch.x+2T2017
20485,course-v1:Tsinghua+70340063X+2016T2
20486,course-v1:CQU+CQUEDS20501+2016_T2
20487,course-v1:TsinghuaX+00690092X+2016_T1
20488,course-v1:VPC_MITx+15_390X+2016_T1
20489,course-v1:HKUSTx+COMP102.2x+3T2018
20490,course-v1:Microsoft+CLD216x+1T2017
20491,course-v1:TsinghuaX+20220214X+2015_T2_M
20492,course-v1:TsinghuaX+yunnan00680142X+2017_T1
20493,course-v1:CIE+JD2015+_
20494,course-v1:MITx+11.155x+1T2017
20495,course-v1:TokyoTechX+ARCH101x+3T2016
20496,course-v1:TsinghuaX+80240372X+sp
20497,NNGLOBAL/MOOC001/2014_2015_1
20498,course-v1:MITx+6.00.1x_11+1T2017
20499,course-v1:Test+wenxian+2015_T2
20500,course-v1:TsinghuaX+10610183_2X+2016_T1
20501,course-v1:TsinghuaX+Y4100091X+2016_T2
20502,course-v1:WageningenX+BB05x+3T2017
20503,course-v1:ncepubd+THU00013X+2016_T1
20504,course-v1:BUx+QD602x+1T2018
20505,course-v1:Microsoft+DAT215.1x+3T2016
20506,course-v1:TsinghuaX+10421084_2X+2014_T2
20507,course-v1:bdschool+00612642X+2015_T2
20508,course-v1:HKPolyUx+HTM540x+1T2017
20509,course-v1:TsinghuaX+30230931X+2014_T2_
20510,course-v1:guangxi_TsinghuaX+10610224X+2016_T2
20511,course-v1:tjzd_SEU+00034237+2016_T2
20512,course-v1:HIT+13SC20301820+2017_T2
20513,course-v1:Microsoft+DEV204x+1T2017
20514,course-v1:TsinghuaX+40990255X_1+sp
20515,course-v1:ACCA+FA1-MA1.X+1T2017
20516,course-v1:DelftX+Secon101x+3T2016
20517,course-v1:Microsoft+INF204x+3T2016
20518,course-v1:WellesleyX+ANTH207x+2017_T2
20519,edX/BlendedX/_
20520,course-v1:TsinghuaX+30640014X+2015_T2
20521,course-v1:VPC+10610224X+2016_T1
20522,course-v1:edX+BlendedX+sp
20523,course-v1:uestcedu_TsinghuaX+30640014X+2016_T2
20524,NNGLOBAL/gem01/2015_T2
20525,course-v1:JLUx+gx01640603_103138_1+2015_T1
20526,course-v1:TsinghuaX+20740084X+sp
20527,course-v1:TsinghuaX-cug+10610224X_tv+2015_T2
20528,course-v1:gxnun_TsinghuaX+00690242X+2016_T2
20529,course-v1:swust_TsinghuaX+10610224X+2016_T1
20530,course-v1:DelftX+DPB001x+2T2017
20531,course-v1:TJU+4240001+2017_T1
20532,course-v1:TsinghuaX+40050455_2X+sp
20533,course-v1:UQx+MEDIAWARx+2T2017
20534,course-v1:CIE+THU00004X+2015_T2
20535,course-v1:TsinghuaX+20430064X+2015_T2
20536,course-v1:lagos_UC_BerkeleyX+CS169_1x+2017_T1
20537,TsinghuaX/20740084X/2015_T2
20538,course-v1:CQU+TSJYSSG00017+2017_T1
20539,course-v1:JLU+00691153X+161721
20540,course-v1:TsinghuaX-wut+00690242X+2015_T2
20541,course-v1:ZWU+ZWET001+2015_T2
20542,UC_BerkeleyX/ColWri2_1x/2014_T2
20543,course-v1:BuuX+01030132X+2015_T2
20544,course-v1:RiceX+RELI157x+2017_T2
20545,course-v1:TsinghuaX+02090091X_p7+sp
20546,course-v1:yunnan_bsxy+ks1+2017_T1
20547,TsinghuaX/30700313_2015X/2015_T1
20548,course-v1:ChongQingQUniversity+STA001+201603
20549,course-v1:IDBx+IDB9x+2T2016
20550,course-v1:RITx+PM9003x+2T2018_2
20551,course-v1:TsinghuaX+10610193X_03+2017_T1
20552,course-v1:TsinghuaX+70250023_2014X+2015_T1
20553,course-v1:XJTUMOOC+CORE0302+2016
20554,course-v1:dongguan+zhiye047+20161223
20555,course-v1:MITx+8.01.2x+3T2016
20556,course-v1:TsinghuaX+30240233X_2015_T2+sp
20557,course-v1:BIT+00612642_2015X+2015_T2
20558,course-v1:MITx+8.01.2x+3T2017
20559,course-v1:TsinghuaX+80512073X+2016_TS
20560,course-v1:YunnanUniversity+Li01+2017T1
20561,course-v1:swust_TsinghuaX+00740043_2x+2016_T1
20562,course-v1:MicrosoftX+Microsoft101+sp
20563,course-v1:TsinghuaX+00720091X_p3+sp
20564,course-v1:USMx+GBH100x+2T2017
20565,UC_BerkeleyX/CS_184_1x/_
20566,course-v1:ColumbiaX+DS101X+1T2017
20567,course-v1:HongheUniversity+46025100+2016-2017-2
20568,course-v1:byxy+byxy0524+2017_T2
20569,course-v1:xuetangX+20170224X+2017_T1
20570,course-v1:CIE+30700313X+2015_T2
20571,course-v1:LouvainX+Louv4x+1T2017
20572,course-v1:TsinghuaX+10610204X+T2
20573,course-v1:UBCx+SoftConst1x+3T2017
20574,course-v1:glut_TsinghuaX+30700313X+2016_T2
20575,course-v1:xuetangX+testvpc_20161215X+2017_T2
20576,JLU/DKW002/2014_T2
20577,course-v1:TsinghuaX+00690863X+2017_T2
20578,course-v1:sdjtu+gy001+2017-T2
20579,SpocDemo/30240184X/2015_T1
20580,course-v1:CurtinX+MKT2x+3T2016
20581,course-v1:TsinghuaX+00740043_1x+2017_T1
20582,course-v1:365dx+146+2016_T1
20583,course-v1:CQDD+gx01640603_103138_+2015_T2
20584,course-v1:MITx+7.00x+1T2017
20585,course-v1:TsinghuaX+00690212X+2016_T1
20586,course-v1:TsinghuaX+70250023X+2016_2017
20587,course-v1:dongguan+zhiye061+20161223
20588,course-v1:zhongrongxin+fw009+2016_7
20589,course-v1:RiceX+AdvBIO_5x+_
20590,course-v1:TsinghuaX+20250103X+sp
20591,course-v1:TsinghuaX+HBMK001+2015_T2
20592,course-v1:ZK+07726+J
20593,course-v1:HIT+13SC20301820+2015_T2
20594,course-v1:NBUX+MH001x+sp
20595,course-v1:TsinghuaX+10800032X+2015_T2
20596,course-v1:TsinghuaX+AP000004X+2016-2
20597,course-v1:WageningenX+NUTR101x+2T2017
20598,course-v1:hit+hit_13GH16000700_1+2017_T1
20599,course-v1:Microsoft+DEV277x+2T2017
20600,course-v1:TsinghuaX+00740113_1X+2016_2017
20601,course-v1:TsinghuaX+THUSEM003+sp
20602,course-v1:dongguan+zhiye011+20161223
20603,course-v1:NUDT+082501502+2016_2017
20604,course-v1:TsinghuaX+00680142X+2016_2017
20605,course-v1:UQx+LGDM2x+2T2017
20606,course-v1:dongguan+zhongshen011+20161223
20607,course-v1:CQU+TSJYHG00038+2017_T1
20608,course-v1:JNUX+jnu01023008X+2017_T2
20609,course-v1:SDUx+131000110_tv+2015_T2
20610,course-v1:TsinghuaX+10421084_2014X+2014_T2
20611,course-v1:TsinghuaX+THU00013X+sp
20612,course-v1:CPVS+CPVS-homework_hangkongfuwu+20170118
20613,course-v1:Microsoft+CLD224x+3T2017
20614,course-v1:TsinghuaX+THU00022X+2015__T2
20615,course-v1:guangxi_FUDANx+ECON130007_01+2016_T2
20616,course-v1:FullbridgeX+Career5x+3T2016
20617,course-v1:UAMx+Idealismo501x+1T2017
20618,course-v1:pec+20220214_X+2016_T1
20619,course-v1:CIE+FAP001+2015_T2
20620,course-v1:Microsoft+DAT221x+2T2017
20621,course-v1:TsinghuaX+00690242+2015_TS
20622,course-v1:TsinghuaX+AP000001X+2016T2
20623,course-v1:IDBx+IDB1x+2T2017
20624,course-v1:TsinghuaX+10421145_2015X+2015_T2
20625,course-v1:dongguan+zhiye093+20161223
20626,course-v1:BIT+00510888X+2015_T2
20627,course-v1:SDJTU+070869+2017-2018_T1
20628,course-v1:TsinghuaX+00690242X+2017_T1
20629,course-v1:TsinghuaX+60250131X+2017_T2
20630,course-v1:UQx+LEARNx+2T2017
20631,course-v1:bjzrxrz+Exam01+2016_T2
20632,course-v1:xxt+00690242+2015_T2
20633,TsinghuaX/80512073_2014_1X/_2014_
20634,course-v1:CQUMOOC+0003-EmbeddedController+2017_T1
20635,course-v1:TsinghuaX+10610224X+2015__T1
20636,course-v1:UAMx+Renal701x+1T2017
20637,course-v1:SCU+00011142+2015_T2
20638,course-v1:TsinghuaX+10610193X_11+2017_T1
20639,course-v1:UPValenciaX+FFI101.2x+2T2017
20640,course-v1:TsinghuaX+00310222X+2016_T1
20641,course-v1:sanxiauX+10421084X+2016_T1
20642,course-v1:TsinghuaX+20750011+2016_T2
20643,course-v1:ZK+03706+J
20644,course-v1:zhongrongxin+fw013+2016_7
20645,course-v1:HKPolyUx+HTM541x+1T2017
20646,course-v1:lzufe+gx01640603-103138-1+2016_T2
20647,course-v1:guangxi_TsinghuaX+AP000005X+2016_T2
20648,course-v1:xianjiaotonguniversity+CHEM213109+2016-T1
20649,course-v1:365dx+151+2016_T1
20650,course-v1:CYCU+cycusheji+2017_T2
20651,course-v1:TsinghuaX+10430484+2015_T2
20652,course-v1:cqu_TsinghuaX+00510888X+2016_T1
20653,course-v1:universityX+HY11+2015_T2
20654,course-v1:RiceX+AdvBIO_3x+_
20655,course-v1:TsinghuaX+10421084X+2017-T1
20656,TsinghuaSEM/MOOC2014005/2015_04
20657,course-v1:CQU+TSJYSSG00015+2017_T1
20658,course-v1:TsinghuaX+30240243X_tv+2015_T1
20659,course-v1:UPMCx+ProgIOS2x+2T2017
20660,course-v1:BIT+ELC05198+2015_T2
20661,course-v1:MITx+6.00.2x_7+1T2017
20662,course-v1:TsinghuaX+guangxi02070251X+2017_T1
20663,course-v1:cqunivercity+228003-001+2016-2
20664,course-v1:ynu_TsinghuaX+00691153X+2017_T1
20665,TsinghuaX/AP000000X/2015_T2
20666,course-v1:CQDD+10610193X+2015_T2
20667,course-v1:LZUFE+00691153X+2015_T2
20668,course-v1:GKDJXJY+CCX001+2015_T2
20669,course-v1:TsinghuaX+34100325X+2016_2017
20670,course-v1:USMx+LDT100x+2T2017_2
20671,course-v1:TsinghuaX+10610224X+2017_T2
20672,course-v1:UQx+Write101_x+2017_T1
20673,course-v1:yunnan_bsxy+ks2+2017_T1
20674,course-v1:PurdueX+416.2x+1T2017
20675,course-v1:TsinghuaX+THU201605X+sp
20676,course-v1:guangxi_TsinghuaX+10421145X_1+2016_T2
20677,course-v1:ycitX+00680142X+2016_T1
20678,course-v1:TsinghuaX+00040132X+2016_T1
20679,course-v1:TsinghuaX+90640012X+sp
20680,course-v1:faxueyuan+001+2016
20681,PEC/20220214_4X/2015_T1
20682,course-v1:EPFLx+UrbanInfrastructuresX+2T2017
20683,course-v1:JNUX+jnu105590ma18X+2017_T1
20684,course-v1:TsinghuaX+20120012+2016_T2
20685,course-v1:sicau+40670453X+2015_T2
20686,course-v1:ASUx+TGM540x+1T2018
20687,course-v1:CQU+TSJYSSG00040+2017_T1
20688,course-v1:TsinghuaX+THU201602+2016_T1
20689,course-v1:ZK+02133+J
20690,course-v1:zhongrongxin+fx006+2016_7
20691,TsinghuaX/00690242_1X_2014/2014_T2
20692,course-v1:EPFLx+PHYS-209-ENx+3T2016
20693,course-v1:MEPhIx+MEPHI004x+1T2017
20694,course-v1:NJUEE+18001170T+2015_2016_T1
20695,course-v1:TsinghuaX+00690242X+2015_T2
20696,course-v1:UBCx+SoftEng1x+1T2018
20697,course-v1:yunnan+DSA001+2015_T2
20698,course-v1:NUDT+500302501+_
20699,course-v1:TsinghuaX+00990021X+2017_T1
20700,course-v1:yunnan_TsinghuaX+00740123X+2016_T2
20701,course-v1:365dx+1382+2016_T1
20702,course-v1:DelftX+CTB3365STx+1T2017
20703,course-v1:TsinghuaX+00740043+2016_T2
20704,course-v1:pec+20220214X+2017-T1
20705,course-v1:CQU+CQUMOOCMSE21202-002+2017T1
20706,course-v1:Microsoft+CLD208.1x+2T2017
20707,course-v1:TsinghuaX+10421145X+2016_T1
20708,course-v1:TsinghuaX+tt111+22222
20709,course-v1:ZK+06089+J
20710,course-v1:ANUx+Igno101x+1T2016
20711,course-v1:MITx+6_041x+2017_T2
20712,course-v1:TsinghuaX+60240013x+3T2016
20713,course-v1:Tsinghuax+10421065X_2015_T2+2015_T2
20714,course-v1:365dx+028+2017_T1
20715,course-v1:CYCU+cycusllckx+2017_T2
20716,course-v1:NEU+B1503020+2015_T2
20717,course-v1:TsinghuaX+00690212X+2016_TS
20718,course-v1:UQx+Write101_x+2016_T2
20719,course-v1:dongguan+zhiye023+20161223
20720,TsinghuaX/60240013X/_
20721,course-v1:CQU+TSJYIPG00004+2017_T1
20722,course-v1:Microsoft+CLD206x+2T2017
20723,course-v1:RITx+PM9001x+2T2018
20724,course-v1:TsinghuaX+cppsu_Thu02016001+2017_T2
20725,course-v1:WageningenX+BB01x+1T2017
20726,SEMS/LIKE150501/2015_05
20727,course-v1:CQU+CQUCHEM10003-002+2017-T1
20728,course-v1:JLU+291404+161711
20729,course-v1:UBCx+FBSEx+2T2017
20730,course-v1:dongguan+zhongshen022+20161223
20731,course-v1:zhongrongxin+fk001+2016_7
20732,WellesleyX/HIST229x/_
20733,course-v1:IIMBx+OM101.1x+1T2017
20734,course-v1:SEU+00034237+2015_T2
20735,course-v1:TsinghuaX-shfxzx+30700313X+2015_T2
20736,course-v1:csu+00011142+2015_T2
20737,course-v1:CQU+TSJYSSG00020+2017_T1
20738,course-v1:HKUSTx+COMP107x+1T2018
20739,course-v1:TsinghuaX+30040352X+2016_T2
20740,course-v1:TsinghuaX+guangxi_10421102X+2016_T2
20741,course-v1:ZUEL-Chuange+B0680090+2015_T2
20742,HVMOOC/80512073X/2014_T2
20743,course-v1:CPVS+CPVS_ZXYRS001+2017_T2
20744,course-v1:Microsoft+DEV236x+1T2017
20745,course-v1:ShanDongJiaoTongUniversity+QF1101+2016_T2
20746,TsinghuaX/00691153X/_
20747,course-v1:CQU+TSJYSSG00033+2017_T1
20748,course-v1:KTHx+SD2905.1x+1T2017
20749,course-v1:SDUx+131000110+2015_T2
20750,course-v1:UC_BerkeleyX+ColWri2_3x_2015_T1+2017_T2
20751,course-v1:gxnun_SDUx+131000110+2016_T2
20752,course-v1:365dx+1362+2016_T1
20753,course-v1:JLU+291406+161721
20754,course-v1:TsinghuaX+10610183X_tv+2016_T1
20755,course-v1:BuuX+00691153X+2015_T2
20756,course-v1:HUBU+20170227X+sp
20757,course-v1:NCTU+toc+2016_T2
20758,course-v1:TsinghuaX+10610224X+2015_T2
20759,course-v1:TsinghuaX+80611322X+2016_T2
20760,course-v1:CQU+TSJYHG00003+2017_T1
20761,course-v1:NUDT+082501502+_
20762,course-v1:TsinghuaX+00612642x+1T2017
20763,course-v1:zhongrongxin+cw009+2016_7
20764,SpocDemo/10430484_2015X/2015_T1
20765,course-v1:TsinghuaX+30806872X+2017_T2
20766,course-v1:dongguan+gaozhong14+20161223
20767,course-v1:xuetangX+imau20161215X+2017_T1
20768,TsinghuaX/00740113X/2015_T2
20769,course-v1:TsinghuaX+30240233X_tv+2015_T1
20770,course-v1:365dx_TsinghuaX+10610183X+2016_T0
20771,course-v1:TsinghuaX+70230063X+2017_T1
20772,course-v1:dongguan+zhiye005+20161223
20773,course-v1:tjzd_TsinghuaX+80512073X+2016_T2
20774,course-v1:Microsoft+DEV203x+1T2017
20775,course-v1:TsinghuaX+30240243X+2015__T2
20776,course-v1:Tsinghuax+80470193+2017_T1
20777,course-v1:gznu10663+01030132X+2015_T2
20778,course-v1:CPVS+CPVS_HY002+2016_T2
20779,course-v1:TsinghuaX+80515522X+sp
20780,course-v1:dongguan+zhongshen004+20161223
20781,TsinghuaX/THUSEM002/_
20782,course-v1:BJUT+2140074001x+2016_2017
20783,course-v1:TsinghuaX+10450034_1X+2016_2017
20784,course-v1:spocdemo_TsinghuaX+80512073X+2016_T2
20785,TsinghuaX/40130653X/2015_T2
20786,course-v1:Microsoft+DAT209x+1T2017
20787,course-v1:ShanDongJiaoTongUniversity+090431+2017_T2
20788,course-v1:TsinghuaX+guangxi00691153X+2017_T1
20789,course-v1:nuctech_CIE+JD2015+2016_T1
20790,course-v1:ynu_ustcX+LB05203a+2017_T1
20791,course-v1:CDU+04420040+2015_T1
20792,course-v1:HBCM+10610193X+2015_T2
20793,course-v1:TsinghuaX+40040152X+1T2017
20794,course-v1:ZUEL+B0680090_2015_T2+sp
20795,course-v1:CAU+lzls_08112500x+2017_T2
20796,course-v1:Hebei+MOOC001+2015_T2
20797,course-v1:TsinghuaX+00612642X_p7+sp
20798,course-v1:TsinghuaX+40130753+SP
20799,course-v1:gxtc+071101+2016_T1
20800,course-v1:HKUSTx+ELEC1200.3x+2T2017
20801,course-v1:MITx+20.305x_2+1T2017
20802,course-v1:TsinghuaX+00510663X+2017_T1
20803,course-v1:dongguan+gaozhong12+20161223
20804,course-v1:CPVS+CPVS_homework-yuanlinyinianji+20170714
20805,course-v1:TsinghuaX+00510663X+2017_T2
20806,course-v1:TsinghuaX+60240013X+2016_2017
20807,course-v1:nuctech_TsinghuaX+80590952X+2016_T1
20808,course-v1:HIT+GH47100100+sp
20809,course-v1:Microsoft+DAT215.3x+3T2016
20810,course-v1:TsinghuaX+00510888X_2015_T2+2015_T2
20811,course-v1:bdschool+LB05203a+2015_T2
20812,XJTU/BIOL3028/2014_T2
20813,course-v1:Microsoft+DAT221x+1T2017
20814,course-v1:TsinghuaX+00510888X+2016_2017
20815,course-v1:UQx+Write101_x+sp
20816,course-v1:cejlu+244001+2015_T2
20817,course-v1:shanghaimooc+TJ28056+2016_T1
20818,course-v1:TsinghuaX+00691153X+161721
20819,course-v1:TsinghuaX+70612463X+2016-T2
20820,course-v1:hbkjxy_TsinghuaX+00510888X+2016_T2
20821,course-v1:studio-bzvtc+CS101+2017_T1
20822,course-v1:CQU+TSJYSTG00013+2017_T1
20823,course-v1:MIT+15_390_2x+_
20824,course-v1:TsinghuaX+02090091X+2017_T2
20825,course-v1:UC_BerkeleyX+ColWri2_1x_2015_T1+2016_T2
20826,course-v1:gxlztc_MicrosoftX+Microsoft101+2016_T2
20827,course-v1:zhongrongxin+jbqy005+2016_7
20828,SpocDemo/20250064X/2015
20829,course-v1:CMU+CS101+2017_T2
20830,course-v1:IEEEx+ATG2.x+3T2016
20831,course-v1:TYUST+20220214_2015X+2015_T2
20832,course-v1:TsinghuaX+30350161X+2015_T1
20833,TsinghuaX/THU00022X/2015_T1
20834,course-v1:ChengDuU+08460170+2017_T1
20835,course-v1:SCU+00011142_p1+sp
20836,course-v1:TsinghuaX+30700313X+2015_T2
20837,course-v1:365dx+013+2017_T1
20838,course-v1:TsinghuaX+20120143X+2015__T2
20839,course-v1:UQx+LGDM5x+3T2017
20840,course-v1:CIE+FZR001+2015_T2
20841,course-v1:NUDT+520804502+2016_2017
20842,course-v1:TsinghuaX+20740084X+2016_T1
20843,course-v1:jlmu_TsinghuaX+00510663X+2016_T2
20844,course-v1:HBCM+80512073_2015X+2015_T2
20845,course-v1:RiceX+MedDigX+2017_T2
20846,course-v1:TsinghuaX+10610204X+2015_T2
20847,course-v1:CAU+guangxi08112500x+2017_T1
20848,course-v1:IDBx+IDB6.3x+3T2016
20849,course-v1:TsinghuaX+30240184_2X+2016_TS
20850,course-v1:SEU+00690803+2016--T2
20851,course-v1:CAU+08110140_1x+sp
20852,course-v1:FullbridgeX+Career1x+3T2016
20853,course-v1:TsinghuaX+80590952X_p4+sp
20854,course-v1:global_UC_BerkeleyX+CS169_1x+sp
20855,course-v1:zhongrongxin+fx007+2016_7
20856,QLU/OC001/2015_T1
20857,course-v1:GKDJXJY+XD002+2015_T2
20858,course-v1:TsinghuaX+20740042X+2016-T2
20859,course-v1:bdschool+15_390x+2015_T2
20860,course-v1:xuetangX+20161215X+2017_T1
