from_course_id,to_course_id,_base_name
course-v1:GKDJXJY+PEC001+2015_T2,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:bnugraduate_TsinghuaX+80511503X+2016_T2,course-v1:TsinghuaX+80511503X+2017_T2,營銷：人人都需要的一門課
course-v1:SDUx+sd010201402+sp,course-v1:SDUx+sd010201402+2016_2017,大學物理-電磁學和光學
course-v1:TsinghuaX+SYJDS001+2015_T2,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:TsinghuaX+dbcj_40510293X+2017_T1,course-v1:TsinghuaX+40510293X+2017_T2,金融工程導論
course-v1:ycit+30700313+2016_T1,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:HBCM+80000901_2015X+2015_T2,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:XJTUSPOC+COMP200153+2016_T2,course-v1:NEU+CS102+2016_T2,大學計算機
course-v1:newcloud+test1+2017_T1,course-v1:FudanX+ECON13000701+2017_T2,經濟學原理
course-v1:TsinghuaX+10421084X+2016_T2,course-v1:TsinghuaX+guangxi10421084X+2017_T1,微積分b
course-v1:bdschool+60240013+2015_T2,course-v1:TsinghuaX+60240013X+2016_2017,組合數學
course-v1:yunnan_SEU+00690803+2016_T2,course-v1:SEU+00690803+2017_T1,大學國文
TsinghuaX/01030132X_2015X/2015_T2,course-v1:TsinghuaX+01030132X+2017_T2,大學歷史與文化
course-v1:TsinghuaX+MOOC101_2015+2015_T1,course-v1:TsinghuaX+MOOC101+2017_TS,e時代的大佬師——慕課教師的修煉心法
course-v1:dongguan+zhongshen015+20161223,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:yunnan_TsinghuaX+THU201607+2016_T2,course-v1:Tsinghua+70340063X+2016T2,高等化工熱力學
course-v1:LouvainX+Louv13x+1T2017,course-v1:LouvainX+Louv13x+3T2017,supply chain management: a decision-making framework
course-v1:TsinghuaX+10800163X+sp,course-v1:TsinghuaX+10800163X+2017_T2,藝術的啓示
course-v1:lzufe_TsinghuaX+00720091X+2016_T0,course-v1:TsinghuaX+00720091X+2017_T2,足球運動與科學
course-v1:JLUx+0000045603+sp,course-v1:365dx+036+2017_T1,奇異的仿生學
TsinghuaX/10421084_2X/2014_T2,course-v1:TsinghuaX+guangxi10421084X+2017_T1,微積分b
course-v1:RiceX+AdvENVSCI_1x+2015_T2,course-v1:RiceX+AdvENVSCI_1x+sp,ap*備考——環境科學，第一部分：生物界
course-v1:TsinghuaX+10421075X+2016-T2,course-v1:TsinghuaX+guangxi10421084X+2017_T1,微積分b
course-v1:hubeiuniversityofeconomics+ZB1906+2016_T1,course-v1:NUDT+125205501+2017_T2,公共管理學
course-v1:HEBNU+2017011901X+2017_T1,course-v1:TsinghuaX+20250064X+2017_T1,模擬電子技術基礎
course-v1:guangxi_TsinghuaX+80511503X_1+2016_T2,course-v1:TsinghuaX+80511503X+2017_T2,營銷：人人都需要的一門課
course-v1:365dx+034+2017_T1,course-v1:TsinghuaX+20120143X+2017_T2,工程製圖
course-v1:TsinghuaX+01030132X+2015_T3,course-v1:TsinghuaX+01030132X+2017_T2,大學歷史與文化
course-v1:TsinghuaX+AP000001X+2016_T0,course-v1:TsinghuaX+AP000001X+2017_ST,大學化學
course-v1:TsinghuaX+70120073X+_1,course-v1:TsinghuaX+70120073X_2017+2017_T1,有限元分析及應用
TsinghuaX/THUSEM001/_,course-v1:TsinghuaX+THUSEM001+sp,宏觀經濟體制與覈算
course-v1:HUST+603+sp,course-v1:HUST+603+2016_2017,數字信號分析理論與實踐
course-v1:SCUT+171107+2017-T1,course-v1:XJTUSPOC+CORE0201+2017_T1,中國傳統文化
course-v1:IDBx+IDB13.1x+3T2016,course-v1:IDBx+IDB13.1x+2T2017,"agrimonitor: agricultural policy, food security and climate change"
course-v1:TsinghuaX+40510293X+2017_T1,course-v1:TsinghuaX+40510293X+2017_T2,金融工程導論
course-v1:testvpc+101X+2016_T2,course-v1:xuetangX+dbcj_20161215X+2017_T1,如何玩轉學堂雲平臺
course-v1:dongguan+zhongshen013+20161223,course-v1:TsinghuaX+90640012X+2017_T2,生活英語讀寫
TsinghuaX/70120073X/_,course-v1:TsinghuaX+70120073X_2017+2017_T1,有限元分析及應用
course-v1:TYUST+00740043_2X+2015_T2,course-v1:TsinghuaX+huds_00740043_2X+2017_T1,c++語言程序設計進階
course-v1:TsinghuaX+THU201602+2016_2017,course-v1:ynu_TsinghuaX+THU201602+2017_T1,創新材料學
course-v1:guangxi_TsinghuaX+10421094X_2015_2_2+2016_T2,course-v1:SDUx+00931800X+2017_T2,線性代數
course-v1:xtkfq+30700313_2015X+2015_T2,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:TsinghuaX+80512073_tv+2015_T2_GS,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
course-v1:Tsinghua_nwnu+MOOC101_2015_2+2016_T2,course-v1:TsinghuaX+MOOC101+2017_TS,e時代的大佬師——慕課教師的修煉心法
course-v1:xjtu+MLMD100514+2017_T1,course-v1:xjtu+MLMD100514+2017_T2,形勢與政策
course-v1:ImperialBusinessX+ICBS001+3T2016,course-v1:ImperialBusinessX+ICBS001+1T2017,accounting essentials for mba success
course-v1:lzufe+00701032X+2016_T2,course-v1:LouvainX+Louv17.2x+1T2018,error
NTHU/MOOC_02_002/2015_T1,course-v1:NTHU+MOOC_02_002+2017_T1,大腦感知與行動：系統神經科學
course-v1:lzufe_TsinghuaX+00612642X+2016_T1,course-v1:TsinghuaX+10800032X+2017_T2,外國工藝美術史
course-v1:TYUST+10610204_2015X+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:Microsoft+DAT206x+6T2016,course-v1:Microsoft+DAT206x+2T2017,analyzing and visualizing data with excel
course-v1:TsinghuaX+30600053y+2017_T2,course-v1:TsinghuaX+30600053x+2017_T2,財務分析基礎
course-v1:gxun+80512073_2015X+2015_T2,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
TsinghuaX/80512073X/_,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
course-v1:365DX+10610204_2015X+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:FUDANx+ECON1300812+2016_T2,course-v1:FUDANx+ECON1300812+2017_T2,金融工程
course-v1:pec+20220214X+2017_T11,course-v1:pec+20220214X+2017_T12,攀枝花學院_電路原理
course-v1:FudanX+ECON13000701+2017_T1,course-v1:FudanX+ECON13000701+2017_T2,經濟學原理
course-v1:JLU+291403+161711,course-v1:JLU+291403+161721,外科護理學 _專
course-v1:TsinghuaX+30240243X+2016_2017,course-v1:TsinghuaX+huds_30240243X+2017_T1,操作系統
course-v1:nuctech_TsinghuaX+60250131X+2016_T1,course-v1:TsinghuaX+huds_60250131X+2017_T1,大數據科學與應用系列講座
TsinghuaX/30700313X/_,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:TsinghuaX+20740102-1+2017_T1_2,course-v1:TsinghuaX+20740102-2+2016_T1,計算機程序設計基礎
course-v1:glut_TsinghuaX+30806872X+2016_T2,course-v1:TsinghuaX+40802842+2017_T1,中國服裝史
course-v1:CQDD+01030132X+2015_T2,course-v1:TsinghuaX+01030132X+2017_T2,大學歷史與文化
course-v1:TsinghuaX+00691153X+T1_1,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:Wharton+SellingIdeas101x+3T2016,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:pec+20220214X+2017_T14,course-v1:pec+20220214X+2017_T12,攀枝花學院_電路原理
TsinghuaX/00690092X/2015_T1,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:NSU_TsinghuaX+THU00001X+2016_T2,course-v1:TsinghuaX+THU00001X+2017_T2,決勝移動互聯網：創業者的商業模式課
course-v1:TsinghuaX+00740043X_tv+2015_T1,course-v1:TsinghuaX+00740043_1x+2017_T2,c++語言程序設計基礎
course-v1:dongguan+zhiye094+20161223,course-v1:MITx+15_390_2x+2017_T2,創業102：你能爲客戶做什麼？
course-v1:yunnan_TsinghuaX+30230931X+2016_T2,course-v1:TsinghuaX+30230931X+2016_2017,電子信息科學與技術導引
course-v1:SEU+00690803+2017-T1,course-v1:SEU+00690803+2017_T1,大學國文
course-v1:IDBx+IDB6x+T22017,course-v1:IDBx+IDB6x+3T2017,gestión de proyectos de desarrollo
course-v1:TsinghuaX+70150023X+_2015_T2_,course-v1:TsinghuaX+70150023X+2016_2017,汽車理論
course-v1:TsinghuaX+qhu10430484X1+2017_T1,course-v1:TsinghuaX+10430484X_2015_2+2017_T2,大學物理1
course-v1:dongguan+zhiye078+20161223,course-v1:TsinghuaX+00510133X+2017_T2,會計學原理
TsinghuaX/30700313_2014X/2014_T2,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:lzufe_JLU+gx01640603_103138_1+2016_T1,course-v1:JLU+gx01640603_103138_1+2017_T2,人文視野中的生態學
course-v1:MITx+14.100x+3T2016,course-v1:MITx+14.100x+2T2017,microeconomics
course-v1:TsinghuaX+2070251+2017_T1,course-v1:TsinghuaX+02070251X+2017_T2,職業探索與選擇
course-v1:dongguan+zhiye010+20161223,course-v1:TsinghuaX+20740042X+2017_T2,計算機文化基礎
course-v1:HBCM+00510888X+2015_T2,course-v1:TsinghuaX+00510888X+2017_T2,創業啓程
course-v1:BuuX+10610193X+2015_T2,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:TsinghuaX+80000901_tv+2015_T1,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:TsinghuaX+TSINGHUA102_tv+_,course-v1:HBCM+TSINGHUA102+2015_T2,清華風物
course-v1:yunnan_TsinghuaX+10430484X+2016_T2,course-v1:TsinghuaX+10430484X_2015_2+2017_T2,大學物理1
course-v1:NU+14051301+sp,course-v1:NU+14051301+2017_T2,項目管理概論
course-v1:sanxiauX+10430494X+2016_T1,course-v1:TsinghuaX+10430494X_2015_2+2017_T2,大學物理2
TsinghuaX/80511503X/2015_T2,course-v1:TsinghuaX+80511503X+2017_T2,營銷：人人都需要的一門課
course-v1:ZUELX+B0601353+2017_T1,course-v1:ZUELX+B0601353+2017_T2,組織行爲學——如何有效管理員工行爲
course-v1:TsinghuaX+30600064x+2015_T2,course-v1:Qinghua+123456+2017_T1,經濟學
course-v1:scau+20150001+2017_T1,course-v1:TsinghuaX+20150001+2017_T2,如何寫好科研論文
TsinghuaX/00690242_1X/_,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:hebei_CIE+JD2016+2017_T1,course-v1:CIE+JD_2017+2017_T2,萬衆創新第一課：創新總論與技術產業化
TsinghuaX/10610204_2015X/2015_T1,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:TsinghuaX+10610204X_2015+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:myvtc12753+00690242X+2015_T2,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:liaoningX+LNA20150000019_01+02,course-v1:liaoningX+LNA20150000019_02+02,航海力學
course-v1:yunnan_TsinghuaX+10430494X_2015_2+2016_T2,course-v1:TsinghuaX+10430494X_2015_2+2017_T2,大學物理2
course-v1:TsinghuaX+guangxi64100033X+2017_T1,course-v1:TsinghuaX+64100033X+2017_T2,大數據系統基礎
course-v1:Microsoft+DEV218x+3T2016,course-v1:Microsoft+DEV218x+1T2017,advanced css concepts
course-v1:TsinghuaX+THU201605X+2017_T1,course-v1:TsinghuaX+THU201605X+2017_T2,信息素養——學術研究的必修課
TsinghuaX/00612642_2015WV/2015_winter_vacation,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:TsinghuaX-wut+10610204X+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:XJTUSPOC+LUNYU00001+2016_T1,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:TsinghuaX+10800032X+sp,course-v1:TsinghuaX+10800032X+2017_T2,外國工藝美術史
course-v1:uoh_TsinghuaX+uoh_UST+2016_T1,course-v1:UST+yunnanUST001+2017_T1,網絡技術與應用
course-v1:TsinghuaX+00670122X+2016-T2,course-v1:TsinghuaX+yunnan00670122X+2017_T1,現代生活美學
course-v1:TsinghuaX+40050455X+2015_T2,course-v1:TsinghuaX+40050455X_2015_2+2015_T2,水處理工程
course-v1:sanxiauX+80000901+2016-T2,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:JLU+310303+151611,course-v1:JLU+310303+161721,急救護理學
TsinghuaX/10421084_2015X/2015_T1,course-v1:TsinghuaX+guangxi10421084X+2017_T1,微積分b
course-v1:CQDD+00612642_2015X+2015_T2,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:JLU+420005+151611,course-v1:TsinghuaX+10610183_2X+2017_T2,思想道德修養與法律基礎
course-v1:TsinghuaX+81020142X+2016_T2,course-v1:TsinghuaX+81020142X+sp,ic設計與方法
course-v1:BerkleeX+MB110x+3T2016,course-v1:BerkleeX+MB110x+1T2017_2,introduction to the music business
course-v1:myvtc+20220214X+2015_T2,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:Microsoft+DAT204x+6T2016,course-v1:Microsoft+DAT204x+2T2017,introduction to r for data science
TestVpc/20220214X/2015_T1,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:HITx+13SC03100710_3x+2017_T1,course-v1:HITx+13SC03100710_3x+sp,數據庫系統 ：管理與技術
TsinghuaX/80512073_2015WV/2015_winter_vacation,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
course-v1:HBCM+10610204_2015X+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:JLU+410012+151611,course-v1:JLU+410012+161721,大學英語一
course-v1:TsinghuaX+MOOC101_2014+2014_T2_1,course-v1:TsinghuaX+MOOC101+2017_TS,e時代的大佬師——慕課教師的修煉心法
course-v1:gkdjxjy_TsinghuaX+AP000003X+2016_T2,course-v1:CQUMOOC+0005-ProbabilitandStatistics+2017_T1,概率論與數理統計
TsinghuaX/THUSEM005/_,course-v1:dongguan+zhiye077+20161223,財政政策與稅制改革
TsinghuaX/20350033X/2015_T2,course-v1:TsinghuaX+20350033X+2016_2017,工程材料
course-v1:HBCM+00690092X+2015_T2,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:365dx+050+2017_T1,course-v1:TsinghuaX+00740123X+2017_T2,java程序設計
course-v1:GKDJXJY+MXCX001+2015_T2,course-v1:TsinghuaX+00740113X1+2017_T1,vc++面向對象與可視化程序設計
course-v1:TsinghuaX+10430484X+2016_T1,course-v1:TsinghuaX+10430484X_2015_2+2017_T2,大學物理1
course-v1:guangxi_CIE+CIE2016005+2016_T2,course-v1:CIE+CIE2016005+2017_T2,創業領導力：美國宇航局的4d卓越團隊明星課
course-v1:NJUST+NJUST2017001+2017_T1,course-v1:NJUST+NJUST2017001+2017_T4,項目成本管理
course-v1:HKUSTx+COMP107x+3T2016,course-v1:HKUSTx+COMP107x+3T2018,introduction to mobile application development using android
course-v1:TsinghuaX+64100033X+2016_2,course-v1:TsinghuaX+64100033X+2017_T2,大數據系統基礎
course-v1:UQx+Denial101x+1T2017,course-v1:UQx+Denial101x+2T2017,making sense of climate science denial
course-v1:dongguan+zhiye089+20161223,course-v1:TsinghuaX+80660913X+2017_T2,比較憲法
course-v1:yunnan_CAU+08110140+2016_T2,course-v1:CAU+guangxi08110140_1x+2017_T1,c程序設計案例教程
course-v1:HITx+13SC03100710_1x+2017_T1,course-v1:HITx+13SC03100710_1x+sp,數據庫系統 ：模型與語言
course-v1:TsinghuaX+00690342X+2016_T2,course-v1:TsinghuaX+00690342X+2017_T2,西方哲學精神探源
course-v1:CIE+CIE2016006+sp,course-v1:dongguan+zhiye093+20161223,創新的積極心理學
course-v1:TsinghuaX+70167012X+sp,course-v1:TsinghuaX+70167012X+2016_2017,設計的人因與文化
course-v1:UTAustinX+UT.7.11x+3T2016,course-v1:UTAustinX+UT.7.11x+2T2017,foundations of data analysis - part 1: statistics using r
course-v1:dongguan+zhongshen021+20161223,course-v1:TsinghuaX+10430484X_2015_2+2017_T2,大學物理1
course-v1:lzufe_TsinghuaX+THU00022X+2016_T1,course-v1:TsinghuaX+yunnanTHU00022X_tv+2017_T1,中國大國崛起的經濟、歷史、國際研究分析
XJTUSPOC/COMP1023/2015_T2,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:TsinghuaX+10610193X+_2015__T2,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:UTArlingtonX+EdTech101x+1T2017,course-v1:UTArlingtonX+EdTech101x+1T2018,what now? emerging technologies and their practical application in k12 teaching and learning.
TsinghuaX/20440333X/_,course-v1:TsinghuaX+20440333X+2016_2017,有機化學
course-v1:TsinghuaX+guangxi80000901_1X+2017_T1,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:zjgsu-TsinghuaX+20250064X_tv+2015_T2,course-v1:TsinghuaX+20250064X+2017_T1,模擬電子技術基礎
course-v1:JNUX+07009156X+2017_T1,course-v1:JNUX+07009156X+2017_T2,中醫與診斷-學做自己的醫生
course-v1:TSINGHUA+10430494_2015X+2016_T2,course-v1:TsinghuaX+10430494X_2015_2+2017_T2,大學物理2
course-v1:01030132X+lzufe+2016_T2,course-v1:TsinghuaX+01030132X+2017_T2,大學歷史與文化
course-v1:CIE+FM001+2015_T2,course-v1:dongguan+zhongshen003+20161223,財務管理
course-v1:TsinghuaX+10610204X+_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
TsinghuaX/30640014_2015X/2015_T1,course-v1:Tsinghua+ENG010+2015_T2,宇宙中心的英語聽說課
course-v1:NUDT+0811101+2017_T1,course-v1:NEU+B130100032+2016_T2,自動控制原理
course-v1:TsinghuaX+10450034_1X+2016_Winter,course-v1:TsinghuaX+10450034_1X+2016_2017,普通生物學 ——細胞和分子
course-v1:TsinghuaX+00691153X+2016_2017,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:TsinghuaX+70240183x+2016_2,course-v1:TsinghuaX+70240183X+2017_T1,計算幾何
course-v1:BIT+10610204_2015X+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:CQU+IPG01002-001+2017-T2,course-v1:CQU+IPG01002+2017_T2,數學實驗
USTC/20220214X/_,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:TsinghuaX+00690212X-2+2016_T2,course-v1:TsinghuaX+00690212X-2+2017_T1,中國古代禮義文明
course-v1:TsinghuaX_uestcedu+10610193X+2016,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:hnit_TsinghuaX+30240184_2X+2016_T2,course-v1:TsinghuaX+huds_30240184_2X+2017_T1,數據結構
course-v1:BJUT+2140074001x+sp,course-v1:BJUT+2140074001x+2016_2017,高級數據庫系統
course-v1:TsinghuaX-yzu+10610204X+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:bttc_SDUx+131000110+2017_T1,course-v1:365dx+130+2016_T1,大學計算機——計算思維的視角
course-v1:yunnan_TsinghuaX+90640012X+2016_T2,course-v1:TsinghuaX+90640012X+2017_T2,生活英語讀寫
RiceX/AdvENVSCI_3x/_,course-v1:RiceX+AdvENVSCI_3x+sp,ap*備考——環境科學，第三部分：污染和資源
course-v1:BuuX+10610204_2015X+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
RiceX/AdvBIO_2x/_,course-v1:RiceX+AdvBIO_2x+2016_2017,ap*備考——生物學，第二部分：遺傳學
course-v1:TsinghuaX+80512073X+2015_T2_,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
TsinghuaX/10800032X/_,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:BIT+PHY17017+2016_T1,course-v1:BIT+PHY1701702+sp,大學物理——電磁學
course-v1:Microsoft+CLD209.2x+1T2017,course-v1:Microsoft+CLD209.2x+3T2017,transitioning to microsoft exchange server 2016
course-v1:Stanford+SciWrite+2016_T2,course-v1:Stanfordx+SciWrite+2017_T2,科學寫作
course-v1:TsinghuaX+AP000001X+sp,course-v1:TsinghuaX+AP000001X+2017_ST,大學化學
course-v1:XJTUMOOC+C00201+2016_T1,course-v1:XJTUSPOC+CORE0201+2017_T1,中國傳統文化
course-v1:hebei_TsinghuaX+01030132X+2016_T1,course-v1:TsinghuaX+01030132X+2017_T2,大學歷史與文化
course-v1:TsinghuaX+10620204X+sp,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:TsinghuaX+cau10610224X_15+2017_T1,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:yzu-TsinghuaX+20250064X_tv+2015_T2,course-v1:TsinghuaX+20250064X+2017_T1,模擬電子技術基礎
course-v1:ChongqingUniversity+CQUEDS20502+2016_T2,course-v1:CQU+CQUEDS20502+2017_T1,科技翻譯
course-v1:jlmu_TsinghuaX+THU00001X+2016_T2,course-v1:TsinghuaX+THU00001X+2017_T2,決勝移動互聯網：創業者的商業模式課
course-v1:NU+14051301+_,course-v1:NU+14051301+2017_T2,項目管理概論
course-v1:TYUST+70120073_2015X+2015_T2,course-v1:TsinghuaX+70120073X_2017+2017_T1,有限元分析及應用
course-v1:dongguan+gaozhong11+20161223,course-v1:dongguan+gaozhong12+20161223,高一英語能力進階課
course-v1:HKUx+HKU06.1x+1T2017,course-v1:HKUx+HKU06.1x+3T2017,hong kong cinema through a global lens
course-v1:TsinghuaX+80512073X+2016_T1,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
RiceX/AdvENVSCI_2x/_,course-v1:RiceX+AdvENVSCI_2x+sp,ap*備考——環境科學，第二部分：種羣
course-v1:JLU+410012+151621,course-v1:JLU+410012+161721,大學英語一
course-v1:TsinghuaX+lzu_00690092X+2017_T1,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:yunnan_SDUx+sd01020140+2016_T2,course-v1:SDUx+sd01020140+2016_2017,大學物理-力學和熱學
course-v1:TsinghuaX+10610193X_05+2017_T1,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:swjtu_TsinghuaX+10610193X+2016_T2,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:CIE+JD2016+sp,course-v1:CIE+JD_2017+2017_T2,萬衆創新第一課：創新總論與技術產業化
course-v1:TsinghuaX+10610193X+_2015_T2_,course-v1:TsinghuaX+10610193X+2017_T2,中國近現代史綱要
course-v1:TsinghuaX+cfxy34100325X+2017_T1,course-v1:TsinghuaX+huds_34100325X+2017_T1,軟件工程
Stanford/WomensHealth/2014_T1,course-v1:Stanford+GlobeHealth+2016_T1,婦女健康和權益
course-v1:LouvainX+Louv3x+1T2017,course-v1:LouvainX+Louv3x+2T2017,découvrir la science politique
course-v1:TsinghuaX+00510888X+2015_T2,course-v1:TsinghuaX+00510888X+2017_T2,創業啓程
course-v1:TsinghuaX+60240013X+2015_T2_Demo,course-v1:TsinghuaX+60240013X+2016_2017,組合數學
course-v1:XJTU+BIOL3028+2014_T2,course-v1:XJTU+BIOL3028+2017_T2,分子生物學——原理與技術
course-v1:swust_TsinghuaX+00034237+2016_T1,course-v1:SEU+00034237+2017_T2,中醫養生方法學
TsinghuaX/40670453X/2015_T1,course-v1:TsinghuaX+40670453X+2017_T2,新聞攝影
course-v1:guangxi_TsinghuaX+00310222X+2016_T2,course-v1:TsinghuaX+00310222X+2017_T2,創客培養：趣味力學實驗與製作
course-v1:ustcX+USTC001+2017_T1,course-v1:ustcX+USTC001+2017_T2,linux操作系統分析
course-v1:TsinghuaX+80000901X+2015_T2,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:Microsoft+CLD223x+1T2017,course-v1:Microsoft+CLD223x+3T2017,onboarding messaging to office 365
course-v1:TsinghuaX+00740113_2X+sp,course-v1:TsinghuaX+huds_00740113_2X+2017_T1,vc++面向對象與可視化程序設計 ：mfc編程基礎
TsinghuaX/40260173X/2015_T2,course-v1:TsinghuaX+40260173X+2016_2017,數字集成電路分析與設計
course-v1:TsinghuaX+00690092X_2015_T2+2015_T2,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:TsinghuaX+30700313_2014X+2014_T2,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:xtkfq+00011142+2015_T2,course-v1:SCU+00011142+2017_T2,古典文學的城市書寫
course-v1:TsinghuaX+00690092X+2017_T1,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:365dx+148+2016_T1,course-v1:TsinghuaX+10800032X+2017_T2,外國工藝美術史
course-v1:MichiganX+LeadEd501x+1T2017,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:TsinghuaX-Chuange+00510888X+2015_T2,course-v1:TsinghuaX+00510888X+2017_T2,創業啓程
course-v1:dongguan+zhiye067+20161223,course-v1:TsinghuaX+JRFX01+2017_T2,財務分析與估值
course-v1:TsinghuaX+10421075X+2016_2017,course-v1:TsinghuaX+guangxi10421084X+2017_T1,微積分b
course-v1:TsinghuaX+AP000004X+2016_T1,course-v1:TsinghuaX+AP000004X+2017_ST,簡明線性代數
course-v1:zhongrongxin+fk002+2016_7,course-v1:zhongrongxin+fk010+2016_7,自行支付購房款
TSINGHUA/10430484X/2014_T2,course-v1:TsinghuaX+10430484X_2015_2+2017_T2,大學物理1
course-v1:ACCA+FFA-F3.x+1T2017,course-v1:ACCA+FFA-F3.x+3T2017,financial accounting
course-v1:HubeiUniversityofEconomics+ZJ1001+2015-T1,course-v1:BLCUX+3270503103+sp,宏觀經濟學
course-v1:RiceX+BIOC372_1x+2017_T1,course-v1:RiceX+BIOC372_1x+2017_T2,免疫學基礎——第ⅰ部分
course-v1:TsinghuaX+30700313X_p2+sp,course-v1:CQUMOOC+0008-SocialPsychology+2017_T1,社會心理學
course-v1:Wharton+StrategyX+3T2016,course-v1:Wharton+StrategyX+2T2017,business strategy from wharton: competitive advantage
course-v1:sanxiauX+80000901+2016_T1,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:CQU+CQUCHEM10000+2016-T1,course-v1:CQU+CQUCHEM10003-002+2017-T1,大學化學ⅰ
course-v1:TsinghuaX+00690242_1X_2014+2014_T2_2,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:TsinghuaX+cppsu_60250101X+2017_T2,course-v1:TsinghuaX+60250101X+2017_T2,英文科技論文寫作與學術報告
course-v1:skillchina_TsinghuaX+60250131X+2016_T1,course-v1:TsinghuaX+huds_60250131X+2017_T1,大數據科學與應用系列講座
course-v1:BIT+PHY1701702+2015_T1,course-v1:BIT+PHY1701702+sp,大學物理——電磁學
course-v1:hnit_USTC001+USTC001+2016_T2,course-v1:ustcX+USTC001+2017_T2,linux操作系統分析
course-v1:BIT+00740043_2X+2015_T2,course-v1:TsinghuaX+huds_00740043_2X+2017_T1,c++語言程序設計進階
course-v1:RiceX+RELI157x+2016T2,course-v1:RiceX+RELI157x+2017_T1,宗教和嘻哈文化
course-v1:TsinghuaX+00740043_2X+2016_T1,course-v1:TsinghuaX+huds_00740043_2X+2017_T1,c++語言程序設計進階
